type,stem,options,answer,knowledge,analysis
,,"A. is neither economically efficient nor technologically possible.
B. is the ideal outcome of environmental legislation.
C. can only be achieved when countries are rich enough to afford such a luxury.
D. is economically efficient but technologically impossible.",A,,
,,"A. if the government creates a strong legal framework.
B. only if emissions can be accurately measured.
C. when devices to monitor emissions are provided free by the government.
D. only when the Tax Inspectorate is fully staffed.",B,,
,,"A. if all the sides to an externality can bargain together, they will never produce the efficient use of resources.
B. if the two sides to an externality can bargain together with zero transactions costs, they will produce the efficient use of resources.
C. even if the many sides to an externality can bargain together without any transactions costs, they will never produce the efficient use of resources.
D. if the two sides to an externality can bargain together for an unlimited period, they will produce the efficient use of resources.",B,,
,,"A. all parties need to have property rights and all must bargain together.
B. only the owners should have property fights.
C. one side to an externality should have a property right that forces the other side to bargain.
D. none of the above will be sufficient.",C,,
,,"A. reduces the amount of information required by the regulatory authorities.
B. is necessarily preferable to a set of emissions taxes.
C. removes any right to pollute.
D. is not favoured by the Kyoto Protocol.",A,,
,,"A. by creating incentives for self-interested behaviour to alleviate them.
B. by altruism, the foundation of the well-functioning market economy.
C. by publicising their unwelcome effects.
D. by creating automatic deterrents for interesting profit-seeking behaviour.",A,,
,,"a) by creating incentives for self-interested behaviour to alleviate them.
b) by altruism, the foundation of the well-functioning market economy.
c) by publicising their unwelcome effects.
d) by creating automatic deterrents for interesting profit-seeking behaviour.",a),,
,,"gg) vertical equity.
hh) horizontal equity.
ii) income equality.
jj) income inequality.",hh),,
,,"y) 1 per cent.
z) 10 per cent.
aa) 20 per cent.
bb) 50 per cent.",aa),,
,,"q) ensure that fathers contribute to the costs of bringing up their children.
r) ensure that parents take responsibility for their children.
s) protect individuals from the harmful activities of other people.
t) protect individuals from their own ignorance.",t),,
,,"m) Education
n) Vaccination against disease
o) Banking
p) Adequate housing",o),,
,,"m) taxes on products, social contributions, taxes on income and wealth.
n) taxes on income and wealth, taxes on products, social contributions.
o) taxes on products, taxes on income and wealth, social contributions.
p) taxes on income and wealth, social contributions, taxes on products.",n),,
,,"q) an ad valorem tax.
r) a Value Added Tax.
s) a direct tax.
t) a per-unit tax.",t),,
,,"m) an equal amount from both A and B.
n) twice as much money from B as from A.
o) three times as much money from B as from A.
p) more than three times as much money from B as from A.",o),,
,,"a) It eliminates inequalities that would occur under market provision of healthcare.
b) It eliminates equalities gained under market provision of healthcare.
c) It increases the demand for healthcare, therefore reducing the marginal cost paid by the government.
d) Both (a) and (c).",a),,
,,"cc) £176
dd) £800
ee) £1026
ff) £3636",ee),,
,,"a) £2000
b) £1333
c) £800
d) £320",b),,
,,"q) The cost of factory inspections
r) Disincentive effects
s) Inefficiencies
t) Externalities",q),,
,,"a) an equal amount from both A and B.
b) twice as much money from B as from A.
c) three times as much money from B as from A.
d) more than three times as much money from B as from A.",d),,
,,"m) individuals on low incomes find themselves ineligible for most social security benefits.
n) individuals on low incomes get 'trapped' in areas of very poor housing.
o) individuals on low incomes face very high effective tax rates on any additional earnings.
p) individuals on high incomes face very high effective tax rates on any additional earnings.",o),,
,,"a) a tax on elections.
b) a tax on parrots.
c) a flat-rate tax on each person in the population.
d) a flat-rate tax on each household in the population.",c),,
,,"q) is decided upon in an election.
r) is a popular tax.
s) is a progressive tax.
t) does not distort relative prices.",t),,
,,"gg) the tendency of government decision-making to be too rapid.
hh) the fact that in practice government decisions are made by individuals with their own private objectives.
ii) the existence of 'irrational ignorance' among voters.
jj) the tendency of politicians to disagree with each other.",hh),,
,,"gg) An old-age pension
hh) Unemployment benefit
ii) A teacher's salary
jj) A mobility allowance",ii),,
,,"a) more quickly than a decentralised decision-taking body.
b) more slowly than a decentralised decision-taking body.
c) at the same speed as a decentralised decision-taking body.
d) indifferently.",b),,
,,"a) 1 per cent.
b) 10 per cent.
c) 20 per cent.
d) 50 per cent.",b),,
,,"a) the savings-investment ratio.
b) democratic government.
c) economic growth.
d) an abundance of natural resources.",c),,
,,"a) reduces the average cost of making it.
b) exceeds the average cost of making it.
c) exceeds the marginal cost of making it.
d) reduces the marginal cost of making it.",c),,
,,"a) taking a larger proportion of people's income the larger their income is.
b) taking the same proportion of people's income, irrespective of the value of income.
c) taking a smaller proportion of people's income the larger their income is.
d) none of the above.",c),,
